data,tipo,categoria,valor,cliente_projeto,fonte,gestao
2019-08-07,SAÍDA,não categorizado,50.0,,18_19.xlsx,18_19
2019-08-07,SAÍDA,não categorizado,50.0,,18_19.xlsx,18_19
2019-08-07,SAÍDA,não categorizado,50.0,,18_19.xlsx,18_19
2019-08-07,SAÍDA,custo de projeto,578.5,,18_19.xlsx,18_19
2019-08-07,SAÍDA,não categorizado,50.0,,18_19.xlsx,18_19
2019-08-12,SAÍDA,não categorizado,304.0,,18_19.xlsx,18_19
2019-08-12,SAÍDA,não categorizado,46.6,,18_19.xlsx,18_19
2019-08-13,SAÍDA,não categorizado,118.0,,18_19.xlsx,18_19
2019-08-15,SAÍDA,custo de projeto,39.44,,18_19.xlsx,18_19
2019-08-19,SAÍDA,contador,2495.0,,18_19.xlsx,18_19
2019-08-19,SAÍDA,tarifas excedentes,10.6,,18_19.xlsx,18_19
2019-08-19,SAÍDA,custo de projeto,1782.0,Cliente 001,18_19.xlsx,18_19
2019-08-24,SAÍDA,custo de projeto,400.0,Cliente 001,18_19.xlsx,18_19
2019-09-02,ENTRADA,projeto,580.0,Cliente 074,19_20.xlsx,19_20
2019-09-02,ENTRADA,projeto,3400.0,Cliente 010,19_20.xlsx,19_20
2019-09-06,ENTRADA,projeto,3919.18,Cliente 013,19_20.xlsx,19_20
2019-09-09,ENTRADA,projeto,640.0,Cliente 046,19_20.xlsx,19_20
2019-09-10,ENTRADA,projeto,320.0,Cliente 046,19_20.xlsx,19_20
2019-09-11,ENTRADA,projeto,320.0,Cliente 046,19_20.xlsx,19_20
2019-09-12,ENTRADA,rendimento automático,0.69,,19_20.xlsx,19_20
2019-09-13,ENTRADA,rendimento automático,4.35,,19_20.xlsx,19_20
2019-09-16,ENTRADA,rendimento automático,1.78,,19_20.xlsx,19_20
2019-09-25,ENTRADA,rendimento automático,3.2,,19_20.xlsx,19_20
2019-09-30,ENTRADA,rendimento automático,2.32,,19_20.xlsx,19_20
2019-10-01,ENTRADA,rendimento automático,1.67,,19_20.xlsx,19_20
2019-10-02,ENTRADA,rendimento automático,0.48,,19_20.xlsx,19_20
2019-10-02,ENTRADA,taxa do banco,99.3,,19_20.xlsx,19_20
2019-10-02,ENTRADA,taxa do banco,23.44,,19_20.xlsx,19_20
2019-10-07,ENTRADA,rendimento automático,4.05,,19_20.xlsx,19_20
2019-10-08,ENTRADA,rendimento automático,2.67,,19_20.xlsx,19_20
2019-10-09,ENTRADA,projeto,850.0,Cliente 063,19_20.xlsx,19_20
2019-10-10,ENTRADA,projeto,1220.0,Cliente 030,19_20.xlsx,19_20
2019-10-10,ENTRADA,projeto,1220.0,Cliente 030,19_20.xlsx,19_20
2019-10-11,ENTRADA,rendimento automático,6.06,,19_20.xlsx,19_20
2019-10-14,ENTRADA,rendimento automático,21.84,,19_20.xlsx,19_20
2019-10-15,ENTRADA,rendimento automático,5.86,,19_20.xlsx,19_20
2019-10-16,ENTRADA,rendimento automático,0.25,,19_20.xlsx,19_20
2019-10-18,ENTRADA,rendimento automático,10.7,,19_20.xlsx,19_20
2019-10-21,ENTRADA,rendimento automático,6.62,,19_20.xlsx,19_20
2019-10-22,ENTRADA,rendimento automático,0.69,,19_20.xlsx,19_20
2019-10-25,ENTRADA,projeto,1266.97,Cliente 047,19_20.xlsx,19_20
2019-10-28,ENTRADA,rendimento automático,1.29,,19_20.xlsx,19_20
2019-10-29,ENTRADA,projeto,1000.0,Cliente 054,19_20.xlsx,19_20
2019-10-31,ENTRADA,rendimento automático,2.61,,19_20.xlsx,19_20
2019-11-01,ENTRADA,rendimento automático,0.41,,19_20.xlsx,19_20
2019-11-04,ENTRADA,rendimento automático,6.48,,19_20.xlsx,19_20
2019-11-06,ENTRADA,rendimento automático,3.51,,19_20.xlsx,19_20
2019-11-07,ENTRADA,rendimento automático,0.65,,19_20.xlsx,19_20
2019-11-11,ENTRADA,projeto,1220.0,Cliente 004,19_20.xlsx,19_20
2019-11-12,ENTRADA,rendimento automático,0.93,,19_20.xlsx,19_20
2019-11-13,ENTRADA,rendimento automático,0.07,,19_20.xlsx,19_20
2019-11-13,ENTRADA,projeto,525.0,Cliente 078,19_20.xlsx,19_20
2019-11-19,ENTRADA,projeto,584.2,Cliente 001,19_20.xlsx,19_20
2019-11-14,ENTRADA,projeto,2587.6,Cliente 001,19_20.xlsx,19_20
2019-11-14,ENTRADA,projeto,2250.0,Cliente 011,19_20.xlsx,19_20
2019-11-22,ENTRADA,rendimento automático,0.55,,19_20.xlsx,19_20
2019-11-25,ENTRADA,rendimento automático,0.61,,19_20.xlsx,19_20
2019-11-26,ENTRADA,rendimento automático,6.31,,19_20.xlsx,19_20
2019-11-27,ENTRADA,projeto,40.0,Cliente 098,19_20.xlsx,19_20
2019-12-02,ENTRADA,projeto,1811.0,Cliente 037,19_20.xlsx,19_20
2019-12-03,ENTRADA,rendimento automático,0.37,,19_20.xlsx,19_20
2019-12-04,ENTRADA,projeto,522.0,Cliente 042,19_20.xlsx,19_20
2019-12-04,ENTRADA,rendimento automático,2.87,,19_20.xlsx,19_20
2019-12-11,ENTRADA,rendimento automático,4.16,,19_20.xlsx,19_20
2019-12-17,ENTRADA,rendimento automático,0.85,,19_20.xlsx,19_20
2019-12-18,ENTRADA,rendimento automático,1.81,,19_20.xlsx,19_20
2019-12-20,ENTRADA,rendimento automático,0.54,,19_20.xlsx,19_20
2019-12-26,ENTRADA,rendimento automático,1.31,,19_20.xlsx,19_20
2019-12-30,ENTRADA,rendimento automático,3.38,,19_20.xlsx,19_20
2020-01-06,ENTRADA,projeto,521.0,Cliente 042,19_20.xlsx,19_20
2020-01-10,ENTRADA,projeto,2440.0,Cliente 004,19_20.xlsx,19_20
2020-01-13,ENTRADA,rendimento automático,0.76,,19_20.xlsx,19_20
2020-01-14,ENTRADA,rendimento automático,4.4,,19_20.xlsx,19_20
2020-02-05,ENTRADA,projeto,521.0,Cliente 042,19_20.xlsx,19_20
2020-02-10,ENTRADA,projeto,1220.0,Cliente 004,19_20.xlsx,19_20
2020-02-11,ENTRADA,rendimento automático,0.86,,19_20.xlsx,19_20
2020-02-12,ENTRADA,rendimento automático,3.8,,19_20.xlsx,19_20
2020-02-14,ENTRADA,rendimento automático,0.34,,19_20.xlsx,19_20
2020-02-28,ENTRADA,rendimento automático,4.91,,19_20.xlsx,19_20
2020-03-03,ENTRADA,rendimento automático,2.88,,19_20.xlsx,19_20
2020-03-04,ENTRADA,rendimento automático,3.87,,19_20.xlsx,19_20
2020-03-06,ENTRADA,projeto,1762.42,Cliente 040,19_20.xlsx,19_20
2020-03-06,ENTRADA,projeto,500.0,Cliente 035,19_20.xlsx,19_20
2020-03-09,ENTRADA,rendimento automático,2.18,,19_20.xlsx,19_20
2020-03-10,ENTRADA,projeto,1220.0,Cliente 004,19_20.xlsx,19_20
2020-03-10,ENTRADA,projeto,2250.0,Cliente 011,19_20.xlsx,19_20
2020-03-11,ENTRADA,rendimento automático,0.9,,19_20.xlsx,19_20
2020-03-12,ENTRADA,rendimento automático,3.78,,19_20.xlsx,19_20
2020-03-16,ENTRADA,projeto,2250.0,Cliente 011,19_20.xlsx,19_20
2020-04-01,ENTRADA,rendimento automático,5.1,,19_20.xlsx,19_20
2020-04-06,ENTRADA,projeto,500.0,Cliente 035,19_20.xlsx,19_20
2020-04-08,ENTRADA,rendimento automático,1.17,,19_20.xlsx,19_20
2020-04-13,ENTRADA,projeto,1220.0,Cliente 004,19_20.xlsx,19_20
2020-04-14,ENTRADA,rendimento automático,0.94,,19_20.xlsx,19_20
2020-04-22,ENTRADA,projeto,525.0,Cliente 079,19_20.xlsx,19_20
2020-05-08,ENTRADA,projeto,500.0,Cliente 035,19_20.xlsx,19_20
2020-05-11,ENTRADA,projeto,1220.0,Cliente 004,19_20.xlsx,19_20
2020-05-12,ENTRADA,rendimento automático,6.16,,19_20.xlsx,19_20
2020-05-13,ENTRADA,projeto,1022.47,Cliente 001,19_20.xlsx,19_20
2020-05-15,ENTRADA,rendimento automático,0.38,,19_20.xlsx,19_20
2020-05-20,ENTRADA,rendimento automático,1.35,,19_20.xlsx,19_20
2020-05-21,ENTRADA,rendimento automático,0.32,,19_20.xlsx,19_20
2020-05-27,ENTRADA,rendimento automático,0.2,,19_20.xlsx,19_20
2020-05-28,ENTRADA,rendimento automático,4.32,,19_20.xlsx,19_20
2020-05-29,ENTRADA,rendimento automático,3.2,,19_20.xlsx,19_20
2020-06-01,ENTRADA,projeto,3450.0,Cliente 001,19_20.xlsx,19_20
2020-06-01,ENTRADA,projeto,1591.2,Cliente 001,19_20.xlsx,19_20
2020-06-02,ENTRADA,rendimento automático,0.56,,19_20.xlsx,19_20
2020-06-04,ENTRADA,rendimento automático,4.58,,19_20.xlsx,19_20
2020-06-08,ENTRADA,rendimento automático,1.37,,19_20.xlsx,19_20
2020-06-10,ENTRADA,rendimento automático,3.72,,19_20.xlsx,19_20
2020-06-12,ENTRADA,rendimento automático,1.05,,19_20.xlsx,19_20
2020-06-16,ENTRADA,rendimento automático,6.35,,19_20.xlsx,19_20
2020-06-29,ENTRADA,rendimento automático,4.32,,19_20.xlsx,19_20
2020-07-01,ENTRADA,rendimento automático,4.8,,19_20.xlsx,19_20
2020-07-02,ENTRADA,projeto,5109.8,Cliente 001,19_20.xlsx,19_20
2020-07-02,ENTRADA,membro,292.0,,19_20.xlsx,19_20
2020-07-03,ENTRADA,projeto,1220.0,Cliente 004,19_20.xlsx,19_20
2020-07-06,ENTRADA,rendimento automático,41.28,,19_20.xlsx,19_20
2020-07-13,ENTRADA,rendimento automático,1.08,,19_20.xlsx,19_20
2020-07-14,ENTRADA,rendimento automático,4.58,,19_20.xlsx,19_20
2020-07-20,ENTRADA,projeto,2144.25,Cliente 001,19_20.xlsx,19_20
2020-07-29,ENTRADA,rendimento automático,2.2,,19_20.xlsx,19_20
2020-08-04,ENTRADA,rendimento automático,5.58,,19_20.xlsx,19_20
2020-08-05,ENTRADA,rendimento automático,1.61,,19_20.xlsx,19_20
2020-08-11,ENTRADA,rendimento automático,2.3,,19_20.xlsx,19_20
2020-08-13,ENTRADA,projeto,1977.15,Cliente 023,19_20.xlsx,19_20
2020-08-13,ENTRADA,projeto,847.35,Cliente 023,19_20.xlsx,19_20
2020-08-18,ENTRADA,rendimento automático,23.16,,19_20.xlsx,19_20
2020-08-26,ENTRADA,rendimento automático,34.58,,19_20.xlsx,19_20
2020-09-01,ENTRADA,rendimento automático,15.48,,19_20.xlsx,19_20
2020-09-02,ENTRADA,rendimento automático,1.18,,19_20.xlsx,19_20
2020-09-04,ENTRADA,rendimento automático,11.74,,19_20.xlsx,19_20
2020-09-08,ENTRADA,rendimento automático,1.17,,19_20.xlsx,19_20
2020-09-09,ENTRADA,rendimento automático,6.35,,19_20.xlsx,19_20
2020-09-11,ENTRADA,rendimento automático,2.2,,19_20.xlsx,19_20
2020-09-14,ENTRADA,rendimento automático,42.9,,19_20.xlsx,19_20
2020-09-21,ENTRADA,rendimento automático,1.65,,19_20.xlsx,19_20
2020-09-23,ENTRADA,rendimento automático,4.87,,19_20.xlsx,19_20
2020-10-02,ENTRADA,projeto,400.0,Cliente 087,19_20.xlsx,19_20
2020-10-07,ENTRADA,rendimento automático,9.97,,19_20.xlsx,19_20
2020-10-14,ENTRADA,rendimento automático,2.26,,19_20.xlsx,19_20
2020-10-16,ENTRADA,rendimento automático,0.75,,19_20.xlsx,19_20
2020-10-19,ENTRADA,rendimento automático,1.08,,19_20.xlsx,19_20
2020-10-29,ENTRADA,rendimento automático,85.08,,19_20.xlsx,19_20
2020-11-04,ENTRADA,rendimento automático,9.93,,19_20.xlsx,19_20
2020-11-11,ENTRADA,rendimento automático,1.92,,19_20.xlsx,19_20
2020-11-17,ENTRADA,rendimento automático,0.62,,19_20.xlsx,19_20
2020-11-24,ENTRADA,rendimento automático,16.67,,19_20.xlsx,19_20
2020-12-02,ENTRADA,rendimento automático,1.06,,19_20.xlsx,19_20
2020-12-08,ENTRADA,rendimento automático,17.22,,19_20.xlsx,19_20
2020-12-09,ENTRADA,projeto,642.85,Cliente 020,19_20.xlsx,19_20
2020-12-10,ENTRADA,projeto,8500.0,Cliente 006,19_20.xlsx,19_20
2020-12-11,ENTRADA,rendimento automático,16.86,,19_20.xlsx,19_20
2019-09-02,SAÍDA,contador,499.0,,19_20.xlsx,19_20
2019-09-02,SAÍDA,membro,419.9,,19_20.xlsx,19_20
2019-09-03,SAÍDA,taxa do banco,59.0,,19_20.xlsx,19_20
2019-09-06,SAÍDA,mudança de diretoria,423.01,,19_20.xlsx,19_20
2019-09-11,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2019-09-12,SAÍDA,mudança de diretoria,91.65,,19_20.xlsx,19_20
2019-09-15,SAÍDA,sede,25.98,,19_20.xlsx,19_20
2019-09-15,SAÍDA,sede,172.29,,19_20.xlsx,19_20
2019-09-16,SAÍDA,custo de projeto,156.55,,19_20.xlsx,19_20
2019-09-16,SAÍDA,sede,35.0,,19_20.xlsx,19_20
2019-09-25,SAÍDA,projeto,400.0,Cliente 001,19_20.xlsx,19_20
2019-10-01,SAÍDA,evento mej,23.44,,19_20.xlsx,19_20
2019-10-01,SAÍDA,evento mej,42.81,,19_20.xlsx,19_20
2019-10-01,SAÍDA,evento mej,99.3,,19_20.xlsx,19_20
2019-10-01,SAÍDA,sede,83.9,,19_20.xlsx,19_20
2019-10-01,SAÍDA,evento mej,19.13,,19_20.xlsx,19_20
2019-10-01,SAÍDA,taxa do banco,10.6,,19_20.xlsx,19_20
2019-10-01,SAÍDA,taxa do banco,10.6,,19_20.xlsx,19_20
2019-10-01,SAÍDA,taxa do banco,10.6,,19_20.xlsx,19_20
2019-10-01,SAÍDA,taxa do banco,10.6,,19_20.xlsx,19_20
2019-10-01,SAÍDA,taxa do banco,10.6,,19_20.xlsx,19_20
2019-10-02,SAÍDA,taxa do banco,59.0,,19_20.xlsx,19_20
2019-10-06,SAÍDA,contador,499.0,,19_20.xlsx,19_20
2019-10-08,SAÍDA,evento mej,23.44,,19_20.xlsx,19_20
2019-10-08,SAÍDA,sede,132.8,,19_20.xlsx,19_20
2019-10-11,SAÍDA,imersão,306.0,,19_20.xlsx,19_20
2019-10-11,SAÍDA,trimestralidade,475.39,,19_20.xlsx,19_20
2019-10-11,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2019-10-14,SAÍDA,imersão,3800.0,,19_20.xlsx,19_20
2019-10-15,SAÍDA,imersão,1050.0,,19_20.xlsx,19_20
2019-10-16,SAÍDA,imersão,44.56,,19_20.xlsx,19_20
2019-10-20,SAÍDA,imersão,1050.0,,19_20.xlsx,19_20
2019-10-28,SAÍDA,imersão,245.42,,19_20.xlsx,19_20
2019-11-01,SAÍDA,contador,75.02,,19_20.xlsx,19_20
2019-11-04,SAÍDA,custo de projeto,29.98,,19_20.xlsx,19_20
2019-11-04,SAÍDA,custo de projeto,90.0,,19_20.xlsx,19_20
2019-11-04,SAÍDA,projeto,260.85,,19_20.xlsx,19_20
2019-11-04,SAÍDA,taxa do banco,59.0,,19_20.xlsx,19_20
2019-11-06,SAÍDA,contador,509.96,,19_20.xlsx,19_20
2019-11-06,SAÍDA,imposto,75.8,,19_20.xlsx,19_20
2019-11-07,SAÍDA,sede,50.0,,19_20.xlsx,19_20
2019-11-07,SAÍDA,capacitação,90.0,,19_20.xlsx,19_20
2019-11-07,SAÍDA,evento mej,27.5,,19_20.xlsx,19_20
2019-11-11,SAÍDA,evento mej,27.5,,19_20.xlsx,19_20
2019-11-11,SAÍDA,custo de projeto,154.1,,19_20.xlsx,19_20
2019-11-12,SAÍDA,sede,45.0,,19_20.xlsx,19_20
2019-11-13,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2019-11-13,SAÍDA,evento mej,27.5,,19_20.xlsx,19_20
2019-11-13,SAÍDA,evento mej,35.1,,19_20.xlsx,19_20
2019-11-13,SAÍDA,marketing,475.0,,19_20.xlsx,19_20
2019-11-22,SAÍDA,membro,22.99,,19_20.xlsx,19_20
2019-11-22,SAÍDA,membro,50.54,,19_20.xlsx,19_20
2019-11-22,SAÍDA,membro,17.5,,19_20.xlsx,19_20
2019-11-26,SAÍDA,evento mej,33.51,,19_20.xlsx,19_20
2019-11-26,SAÍDA,evento mej,27.5,,19_20.xlsx,19_20
2019-11-26,SAÍDA,evento mej,78.95,,19_20.xlsx,19_20
2019-11-26,SAÍDA,membro,917.0,,19_20.xlsx,19_20
2019-12-02,SAÍDA,projeto,1022.47,Cliente 001,19_20.xlsx,19_20
2019-12-03,SAÍDA,taxa do banco,59.0,,19_20.xlsx,19_20
2019-12-03,SAÍDA,taxa do banco,2.2,Cliente 042,19_20.xlsx,19_20
2019-12-04,SAÍDA,contador,998.0,,19_20.xlsx,19_20
2019-12-11,SAÍDA,sede,550.0,,19_20.xlsx,19_20
2019-12-11,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2019-12-17,SAÍDA,jurídico,134.52,,19_20.xlsx,19_20
2019-12-18,SAÍDA,membro,171.7,,19_20.xlsx,19_20
2019-12-18,SAÍDA,evento mej,69.3,,19_20.xlsx,19_20
2019-12-18,SAÍDA,evento mej,27.5,,19_20.xlsx,19_20
2019-12-18,SAÍDA,evento mej,27.5,,19_20.xlsx,19_20
2019-12-20,SAÍDA,evento mej,27.5,,19_20.xlsx,19_20
2019-12-20,SAÍDA,imposto,62.51,,19_20.xlsx,19_20
2019-12-26,SAÍDA,jurídico,15.84,,19_20.xlsx,19_20
2019-12-26,SAÍDA,marketing,198.78,,19_20.xlsx,19_20
2019-12-30,SAÍDA,trimestralidade,561.39,,19_20.xlsx,19_20
2020-01-03,SAÍDA,taxa do banco,59.0,,19_20.xlsx,19_20
2020-01-05,SAÍDA,contador,499.0,,19_20.xlsx,19_20
2020-01-13,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2020-01-14,SAÍDA,iss,234.53,,19_20.xlsx,19_20
2020-01-14,SAÍDA,iss,57.99,,19_20.xlsx,19_20
2020-01-14,SAÍDA,iss,323.49,,19_20.xlsx,19_20
2020-01-14,SAÍDA,iss,57.8,,19_20.xlsx,19_20
2020-01-14,SAÍDA,iss,3.52,,19_20.xlsx,19_20
2020-02-03,SAÍDA,imposto,169.2,,19_20.xlsx,19_20
2020-02-03,SAÍDA,custo de projeto,88.78,,19_20.xlsx,19_20
2020-02-05,SAÍDA,taxa do banco,64.0,,19_20.xlsx,19_20
2020-02-11,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2020-02-12,SAÍDA,contador,519.5,,19_20.xlsx,19_20
2020-02-14,SAÍDA,membro,47.02,,19_20.xlsx,19_20
2020-02-28,SAÍDA,membro,485.1,,19_20.xlsx,19_20
2020-02-28,SAÍDA,custo de projeto,88.78,Cliente 042,19_20.xlsx,19_20
2020-02-28,SAÍDA,custo de projeto,88.78,,19_20.xlsx,19_20
2020-03-03,SAÍDA,taxa do banco,64.0,,19_20.xlsx,19_20
2020-03-03,SAÍDA,custo de projeto,324.0,,19_20.xlsx,19_20
2020-03-04,SAÍDA,contador,522.5,,19_20.xlsx,19_20
2020-03-09,SAÍDA,sede,289.9,,19_20.xlsx,19_20
2020-03-10,SAÍDA,sede,200.48,,19_20.xlsx,19_20
2020-03-11,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2020-03-12,SAÍDA,evento mej,229.55,,19_20.xlsx,19_20
2020-03-12,SAÍDA,evento mej,266.0,,19_20.xlsx,19_20
2020-04-01,SAÍDA,contador,522.5,,19_20.xlsx,19_20
2020-04-01,SAÍDA,iss,48.42,,19_20.xlsx,19_20
2020-04-01,SAÍDA,iss,15.0,,19_20.xlsx,19_20
2020-04-01,SAÍDA,taxa do banco,64.0,,19_20.xlsx,19_20
2020-04-06,SAÍDA,evento mej,292.0,,19_20.xlsx,19_20
2020-04-08,SAÍDA,custo de projeto,150.0,,19_20.xlsx,19_20
2020-04-14,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2020-04-20,SAÍDA,custo de projeto,160.15,Cliente 001,19_20.xlsx,19_20
2020-04-20,SAÍDA,sede,129.0,,19_20.xlsx,19_20
2020-04-30,SAÍDA,imposto,155.9,,19_20.xlsx,19_20
2020-04-30,SAÍDA,custo de projeto,594.64,,19_20.xlsx,19_20
2020-04-30,SAÍDA,contador,522.5,,19_20.xlsx,19_20
2020-05-05,SAÍDA,imposto,48.8,,19_20.xlsx,19_20
2020-05-11,SAÍDA,sede,193.8,,19_20.xlsx,19_20
2020-05-12,SAÍDA,capacitação,198.38,,19_20.xlsx,19_20
2020-05-12,SAÍDA,trimestralidade,424.39,,19_20.xlsx,19_20
2020-05-12,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2020-05-15,SAÍDA,capacitação,44.9,,19_20.xlsx,19_20
2020-05-20,SAÍDA,contador,159.0,,19_20.xlsx,19_20
2020-05-21,SAÍDA,membro,36.9,,19_20.xlsx,19_20
2020-05-27,SAÍDA,capacitação,23.99,,19_20.xlsx,19_20
2020-05-28,SAÍDA,capacitação,500.0,,19_20.xlsx,19_20
2020-05-29,SAÍDA,contador,350.0,,19_20.xlsx,19_20
2020-06-01,SAÍDA,custo de projeto,1500.0,Cliente 001,19_20.xlsx,19_20
2020-06-01,SAÍDA,taxa do banco,10.6,,19_20.xlsx,19_20
2020-06-01,SAÍDA,custo de projeto,1500.0,Cliente 001,19_20.xlsx,19_20
2020-06-02,SAÍDA,taxa do banco,64.0,,19_20.xlsx,19_20
2020-06-04,SAÍDA,contador,522.5,,19_20.xlsx,19_20
2020-06-08,SAÍDA,iss,155.6,,19_20.xlsx,19_20
2020-06-12,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2020-06-16,SAÍDA,marketing,708.92,,19_20.xlsx,19_20
2020-06-29,SAÍDA,trimestralidade,471.39,,19_20.xlsx,19_20
2020-07-01,SAÍDA,contador,522.5,,19_20.xlsx,19_20
2020-07-02,SAÍDA,taxa do banco,64.0,,19_20.xlsx,19_20
2020-07-03,SAÍDA,iss,102.19,,19_20.xlsx,19_20
2020-07-06,SAÍDA,custo de projeto,2210.04,Cliente 001,19_20.xlsx,19_20
2020-07-06,SAÍDA,custo de projeto,2295.72,Cliente 001,19_20.xlsx,19_20
2020-07-06,SAÍDA,taxa do banco,10.6,,19_20.xlsx,19_20
2020-07-13,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2020-07-29,SAÍDA,custo de projeto,233.94,,19_20.xlsx,19_20
2020-08-04,SAÍDA,contador,522.5,,19_20.xlsx,19_20
2020-08-04,SAÍDA,taxa do banco,64.0,,19_20.xlsx,19_20
2020-08-05,SAÍDA,iss,169.28,,19_20.xlsx,19_20
2020-08-11,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2020-08-18,SAÍDA,custo de projeto,120.0,,19_20.xlsx,19_20
2020-08-18,SAÍDA,capacitação,69.99,,19_20.xlsx,19_20
2020-08-18,SAÍDA,custo de projeto,200.0,Cliente 023,19_20.xlsx,19_20
2020-08-18,SAÍDA,custo de projeto,800.0,Cliente 023,19_20.xlsx,19_20
2020-08-26,SAÍDA,custo de projeto,1069.8,Cliente 001,19_20.xlsx,19_20
2020-08-26,SAÍDA,custo de projeto,978.8,Cliente 001,19_20.xlsx,19_20
2020-08-26,SAÍDA,taxa do banco,10.6,,19_20.xlsx,19_20
2020-09-01,SAÍDA,contador,522.5,,19_20.xlsx,19_20
2020-09-01,SAÍDA,membro,314.5,,19_20.xlsx,19_20
2020-09-02,SAÍDA,taxa do banco,64.0,,19_20.xlsx,19_20
2020-09-04,SAÍDA,custo de projeto,192.0,,19_20.xlsx,19_20
2020-09-04,SAÍDA,membro,314.5,,19_20.xlsx,19_20
2020-09-04,SAÍDA,custo de projeto,124.5,,19_20.xlsx,19_20
2020-09-08,SAÍDA,imposto,62.4,,19_20.xlsx,19_20
2020-09-09,SAÍDA,membro,340.0,,19_20.xlsx,19_20
2020-09-11,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2020-09-14,SAÍDA,sede,2319.2,,19_20.xlsx,19_20
2020-09-21,SAÍDA,custo de projeto,88.78,,19_20.xlsx,19_20
2020-09-23,SAÍDA,mudança de diretoria,260.3,,19_20.xlsx,19_20
2020-10-02,SAÍDA,taxa do banco,64.0,,19_20.xlsx,19_20
2020-10-07,SAÍDA,contador,522.5,,19_20.xlsx,19_20
2020-10-13,SAÍDA,custo de projeto,185.76,,19_20.xlsx,19_20
2020-10-14,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2020-10-16,SAÍDA,custo de projeto,38.9,,19_20.xlsx,19_20
2020-10-29,SAÍDA,jurídico,4800.0,,19_20.xlsx,19_20
2020-11-04,SAÍDA,contador,522.5,,19_20.xlsx,19_20
2020-11-04,SAÍDA,sede,21.86,,19_20.xlsx,19_20
2020-11-04,SAÍDA,taxa do banco,64.0,,19_20.xlsx,19_20
2020-11-11,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2020-11-17,SAÍDA,não categorizado,37.9,,19_20.xlsx,19_20
2020-11-24,SAÍDA,custo de projeto,1006.92,,19_20.xlsx,19_20
2020-12-02,SAÍDA,taxa do banco,64.0,,19_20.xlsx,19_20
2020-12-08,SAÍDA,contador,1045.0,,19_20.xlsx,19_20
2020-12-11,SAÍDA,trimestralidade,941.17,,19_20.xlsx,19_20
2020-12-11,SAÍDA,taxa do banco,118.0,,19_20.xlsx,19_20
2020-12-17,SAÍDA,membro,968.34,,19_20.xlsx,19_20
2021-01-21,ENTRADA,rendimento automático,5.8,,20_21.xlsx,20_21
2021-02-02,ENTRADA,projeto,600.0,Cliente 026,20_21.xlsx,20_21
2021-02-02,ENTRADA,rendimento automático,1.16,,20_21.xlsx,20_21
2021-02-06,ENTRADA,projeto,1425.0,Cliente 044,20_21.xlsx,20_21
2021-02-08,ENTRADA,rendimento automático,4.62,,20_21.xlsx,20_21
2021-02-11,ENTRADA,rendimento automático,2.02,,20_21.xlsx,20_21
2021-02-18,ENTRADA,projeto,400.0,Cliente 088,20_21.xlsx,20_21
2021-02-18,ENTRADA,rendimento automático,1.18,,20_21.xlsx,20_21
2021-02-28,ENTRADA,projeto,300.0,Cliente 026,20_21.xlsx,20_21
2021-03-02,ENTRADA,rendimento automático,4.35,,20_21.xlsx,20_21
2021-03-04,ENTRADA,rendimento automático,18.34,,20_21.xlsx,20_21
2021-03-11,ENTRADA,rendimento automático,2.09,,20_21.xlsx,20_21
2021-03-16,ENTRADA,rendimento automático,1.04,,20_21.xlsx,20_21
2021-03-18,ENTRADA,rendimento automático,7.86,,20_21.xlsx,20_21
2021-03-29,ENTRADA,rendimento automático,3.13,,20_21.xlsx,20_21
2021-03-30,ENTRADA,rendimento automático,3.44,,20_21.xlsx,20_21
2021-03-31,ENTRADA,projeto,300.0,Cliente 026,20_21.xlsx,20_21
2021-04-06,ENTRADA,projeto,1081.87,Cliente 014,20_21.xlsx,20_21
2021-04-05,ENTRADA,rendimento automático,10.64,,20_21.xlsx,20_21
2021-04-12,ENTRADA,rendimento automático,4.2,,20_21.xlsx,20_21
2021-04-13,ENTRADA,rendimento automático,2.12,,20_21.xlsx,20_21
2021-04-15,ENTRADA,projeto,642.85,Cliente 020,20_21.xlsx,20_21
2021-04-20,ENTRADA,rendimento automático,2.67,,20_21.xlsx,20_21
2021-04-27,ENTRADA,rendimento automático,7.87,,20_21.xlsx,20_21
2021-04-29,ENTRADA,rendimento automático,3.67,,20_21.xlsx,20_21
2021-05-05,ENTRADA,projeto,315.39,Cliente 026,20_21.xlsx,20_21
2021-05-04,ENTRADA,projeto,1081.87,Cliente 014,20_21.xlsx,20_21
